open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1778295600000,2316.00,2319.72,2311.72,2314.24,72522.750,1778299199999,167906122.85551,73559,39214.246,90789020.38841,0
1778299200000,2314.24,2324.51,2310.24,2311.59,114313.499,1778302799999,264883503.57866,136465,55180.373,127878125.38274,0
1778302800000,2311.58,2317.55,2309.90,2313.70,40929.844,1778306399999,94701267.62970,51249,20826.216,48181056.90288,0
1778306400000,2313.69,2318.00,2311.53,2313.34,56257.252,1778309999999,130232910.44765,61829,28482.642,65937941.51130,0
1778310000000,2313.33,2317.52,2310.00,2313.51,51772.176,1778313599999,119771420.84601,51661,23988.227,55498943.95052,0
1778313600000,2313.50,2319.38,2313.20,2316.16,60052.178,1778317199999,139156637.45702,62858,29822.706,69104867.26524,0
1778317200000,2316.17,2316.53,2310.08,2312.21,54205.986,1778320799999,125354945.70086,58732,27978.606,64698561.90376,0
1778320800000,2312.20,2314.45,2309.14,2311.71,36445.908,1778324399999,84240221.94904,43323,16342.447,37778102.64442,0
1778324400000,2311.71,2315.00,2311.25,2313.68,30299.508,1778327999999,70104196.37390,32166,19396.167,44877992.47965,0
1778328000000,2313.69,2317.50,2312.39,2315.62,30263.669,1778331599999,70064437.19374,40866,14608.839,33823496.24360,0
1778331600000,2315.62,2315.71,2310.80,2313.53,33321.225,1778335199999,77073808.26503,39279,14368.975,33236891.91459,0
1778335200000,2313.52,2314.43,2303.67,2307.09,129929.982,1778338799999,299776392.01233,107976,47328.305,109216053.19151,0
1778338800000,2307.09,2316.94,2296.66,2316.52,251307.520,1778342399999,579979822.03985,178351,127638.705,294680275.31399,0
1778342400000,2316.52,2324.32,2314.06,2318.95,240079.294,1778345999999,556783177.34897,182664,103543.823,240144947.05232,0
1778346000000,2318.94,2332.95,2318.94,2328.74,253092.720,1778349599999,589356508.23206,230239,151916.018,353751214.62931,0
1778349600000,2328.73,2337.79,2327.63,2329.23,90808.712,1778353199999,211828151.29964,124072,49082.546,114508536.51498,0
